source_attribute,target_attribute,similarity
dosetorav1,a260_a280_ratio,-0.004456495964976332
a2outofhosp,state,-0.004457389574562917
rales12_01,test_value,-0.004457996646292935
digadjbl,state,-0.00445906661021709
dosetorav12,prescribed_dose,-0.00446013444939019
rva,test_value_range,-0.004460174819660236
strf_6_2.78,test_value,-0.004460388205373337
constip1,state,-0.004465594452529966
bpsyst_bl_105,state,-0.004466595210276899
ef_bl_ref_mref_pef,percent_eosinophil_infiltration,-0.0044666310275089695
daysicu18_infection,days_to_adverse_event,-0.004466770957542739
aantalves_18,state,-0.0044667849201925295
timing_e,legacy_updated_datetime,-0.004467789016833978
firstrheumaae,test_value,-0.004468328703601963
paod,pmid,-0.004469260862243404
stdepressieiniiiiiavf,basic_statistics,-0.004470222767399617
gdf15_bl_3000,morphology,-0.00447034478881735
v6_available,test_value,-0.00447139198755163
doseacev3,test_value,-0.004473205007273326
stdepressieinv4v6_12,inrg_stage,-0.004477446920986822
reaprefbl_02,amount,-0.0044805429868099095
firstcadae,sample_ordinal,-0.004481007093147508
gal3_v3_med,chipseq_antibody,-0.004481490322244602
egfr60_cg_12,epithelioid_cell_percent,-0.004483046247088636
stdepressieinv2v3_18,inrg_stage,-0.004488640413080744
prea_bl_median,sample_ordinal,-0.0044892666075702576
days_icu,icd_10_code,-0.004489981738068217
hf,test_value,-0.004491588353401708
sumhfaeseverity,aggregated_somatic_mutations,-0.004492298020254098
aortenklappemorphologie,state,-0.004492457376583228
bnp3decrease_median,sample_ordinal,-0.004492848330777359
strf_18_2.78,test_value_range,-0.0044958163044654135
fu_6,test_value_range,-0.004496733893385335
echoqualität,state,-0.0044971794840351674
totaldurationdiabetes,treatment_duration,-0.004504991283057029
anterior_12,laterality,-0.004506398171791343
inverted_t_v1_18,laterality,-0.004507534913605801
dosetorav6,test_value_range,-0.0045093066524498565
hr120_6,state,-0.0045134147068468826
egfr60_ckd_bl,epithelioid_cell_percent,-0.004522699868957496
r3_bl,test_value,-0.004525063806274184
max_loop_dose_diff,pairs_on_diff_chr,-0.004525262925801629
diabetes,primary_disease,-0.004526355351379795
hr_69_79_86,test_value_range,-0.004531239243447784
firstcerebrovascae,pmid,-0.004532546572418376
nonadh3_reasonother,reason_treatment_not_given,-0.004532555071422596
rafläche,test_value,-0.004533184301270759
hr_62_68_74_80_90,state,-0.004533851776637913
gdf15_bl_1300,morphology,-0.0045344673473721505
r4_bl,test_value,-0.004534493754992406
digadj3,state,-0.004535201297093741
lastnyha,sample_ordinal,-0.004536823999828078
bnp_v6_median,sample_ordinal,-0.00453814711266365
gds_bl_6,gleason_grade_tertiary,-0.004538482519794484
egfr60_cg_3,epithelioid_cell_percent,-0.004547418615660338
clbtb,clonality,-0.004555386735652679
timing_d,legacy_updated_datetime,-0.004560086077914743
gpnoncomp12,gleason_score,-0.004560689810750244
fram_groep_6,a260_a280_ratio,-0.004562724411653398
maxpsychiatricaeseverity,fragment_maximum_length,-0.004563929449037482
allopurinol,test_value,-0.00456863516555271
gpcompliantwo1,gleason_grade_tertiary,-0.004569073774877648
fram_groep_3,a260_a280_ratio,-0.004569945833417818
visit12_reason1,comorbidity,-0.004570874653164744
txadj3,state,-0.0045709053102871095
rales6_01,test_value,-0.004570994549831423
apikal_18,pmid,-0.00457794673528358
digadj1,state,-0.004580187437039074
digadj6,state,-0.004581943392018148
egfr60_cg_6,epithelioid_cell_percent,-0.004582045380068791
spiro_mean_1_3,mean_coverage,-0.0045858905724067206
maxbacterialinfectionaeseverity,fragment_maximum_length,-0.004587078308246499
sumcadaeseverity,somatic_aggregation_workflows,-0.004589596138246745
ast,test_value_range,-0.004591054628078112
deltamax_bb,treatment_dose_max,-0.004591553033968456
gds_above_6_bl,gleason_grade_tertiary,-0.004592619355462231
uptitration_mg,therapeutic_target_level,-0.004593168148306167
s_v5v6_12,state,-0.0045943995933105065
egfr60_ckd_12,epithelioid_cell_percent,-0.004595781895639756
strf_12_1.8,percent_stromal_cells,-0.004595936698930911
opn_bl_median,sample_ordinal,-0.004596355578424622
ep_hosp_hf,ajcc_staging_system_edition,-0.004601508403269008
ef_estim_groep18,name,-0.004603129284788155
maxvascularaeseverity,fragment_maximum_length,-0.004605890854088003
uptitration_mg_3,therapeutic_target_level,-0.004606898289623966
fgf_bl_available,selected_normal_wxs,-0.0046079627899025515
opn.bl,test_value,-0.004608636943058736
e,test_value,-0.004608832116619936
gdf15_bl_median,sample_ordinal,-0.004608870969210657
qual2d,state,-0.004615807370797835
stdepressieinv4v6_18,inrg_stage,-0.004617364206249463
fgf23_c_v12_03,fev1_fvc_pre_bronch_percent,-0.004618279366882465
tdisystsept_12,test_value_range,-0.004619128963768624
firsthfae,test_value,-0.004619129874376219
gds_above_4_bl,gleason_grade_tertiary,-0.004620572580342605
sumvascularaeseverity,somatic_aggregation_workflows,-0.004622373155093836
aantalves_12,state,-0.004625130474891574
sehnenfadenrupturpost_18,test_value_range,-0.0046273001492546555
hosp_at_bl,inrg_stage,-0.004627615826554265
bbat_bl,test_value_range,-0.004630637222554561
sumrenalfailureaeseverity,somatic_aggregation_workflows,-0.004630769867727569
dyspepsie,primary_disease,-0.004632806593381777
gdsbl,gleason_grade_tertiary,-0.004633979152428305
nonadh6_reasonother,reason_treatment_not_given,-0.004637962453584814
blfuro,state,-0.0046380286244033855
accaorta_12,test_value_range,-0.004640406524369862
timing,creation_datetime,-0.004641490147407943
v6digoxin,pmid,-0.0046446563300158485
relpossdepression,state,-0.004646531574589872
rvramean,test_value,-0.004648743136902324
rales01,test_value,-0.004649911749982608
raquer,test_value,-0.004649979134944639
reabl_01,rin,-0.00465121543652282
bb_min_3_6,fragment_minimum_length,-0.00465192995994905
bb.pcapoor.1,test_value_range,-0.004652749203248708
help18,state,-0.004656247454092932
qualdimensionen,inrg_stage,-0.0046566887952406546
paht,state,-0.004658067758675389
firsthypertensionae,test_value,-0.004658955904616405
sumallaeseverity,aggregated_somatic_mutations,-0.004659419707418138
rvefvisuell_12,rin,-0.004660133320236772
fu_hosp_hf,test_value_range,-0.004660462656650307
gpnoncomp6,gleason_score,-0.0046623697724901565
hr_72_79,test_value_range,-0.004663555687114745
ms,test_value,-0.0046637973016632915
rrmitralvals,test_value,-0.004664709730473508
hosp60_noncv,state,-0.00466673279701379
sumtraumafallaeseverity,somatic_aggregation_workflows,-0.004671615778474183
sumhypertensionaeseverity,somatic_aggregation_workflows,-0.004672098096963682
egfr60_ckd_1,epithelioid_cell_percent,-0.004672873631098779
totaldurationhyperkalemia_per_year,occupation_duration_years,-0.004678346989816615
txadj1,state,-0.0046791486280361025
relposscv,state,-0.004679645819782987
ep90,ajcc_staging_system_edition,-0.004680433191816819
afwijkendetinavr_18,state,-0.0046809230987029425
bbadj6,state,-0.004681820047184043
rales3,test_value,-0.004685344402112658
ep_hosp_ep,test_value,-0.004688153019471583
verdicktemitralsegelpost_18,sample_ordinal,-0.004689074857893614
ep_hosp_cv,ajcc_staging_system_edition,-0.004695059067472259
e_a,ajcc_staging_system_edition,-0.004701677363472907
gpnonadher,gleason_grade_tertiary,-0.004702952517641808
totaldurationbacterialinfection,contamination,-0.004716804376841476
e_a_12,ajcc_staging_system_edition,-0.0047169391467655405
gpnoncomp3,gleason_score,-0.004719883748191989
loop_mean_3_6,average_read_length,-0.004721679769905245
hr_74_79_86,test_value_range,-0.004724232506529967
ef_estim_groep12,name,-0.0047247114861249506
angina_06,vascular_invasion_type,-0.004726296853947891
rve,test_value,-0.004726594622631464
fgf23_c_v3_03,fev1_fvc_pre_bronch_percent,-0.004732680820260752
orthopnea3,test_value,-0.004736088010345474
rrmitralvals_12,rin,-0.004736658961307555
jv6,state,-0.004736824084818119
sumnoncvaeseverity,amount,-0.004737480936429998
gpcompliant,gleason_grade_tertiary,-0.004739438439223439
gpnoncomp1,gleason_score,-0.004742664114860885
relpossdementia,state,-0.004743514318818774
constip12,state,-0.004743929859417972
ep18,ajcc_staging_system_edition,-0.004745006197595292
uptitration_mg_6,therapeutic_target_level,-0.004745028052177572
tdisystrv,test_value_range,-0.004748239461629364
angina_01,vascular_invasion_type,-0.004759357980364629
orthopneag2_01_18,test_value,-0.004759988120820387
gds_above_6_12,gleason_grade_tertiary,-0.004760763047883754
sfmissbl,short_name,-0.00476114034296396
ep_hosp_all,ajcc_staging_system_edition,-0.004761281790677054
stnklappenop,state,-0.004764580314922102
loop_mean_bl_1,average_read_length,-0.0047649761256900736
gal3_bl_24.5,chipseq_antibody,-0.004766100422534066
evals_12,test_value,-0.004766176610036183
rs_ratio_v1_12,number_of_fractions,-0.004766632520905425
nonadh18_reasonother,reason_treatment_not_given,-0.004767431123766264
sumcvaeseverity,aggregated_somatic_mutations,-0.0047678272380701
gds_above_4_18,gleason_grade_tertiary,-0.004768657712196763
eplim,test_value,-0.004768827692281168
efestim_40_55,state,-0.004768886274703114
dayshosp18_cardiac,days_to_pathology_detail,-0.00477153007208734
ef_50,ajcc_staging_system_edition,-0.004774266447910392
bbadj1,state,-0.004777169464923335
verkürztesehenfäden_12,test_value_range,-0.004780483773033364
rg6,test_value,-0.004783570732780501
gpnoncompwo1,gleason_grade_tertiary,-0.004783648741497809
gds_above_6_18,gleason_grade_tertiary,-0.0047837853326370625
totaldurationtraumafall_per_year,year_of_diagnosis,-0.004787779864620576
hwdiast,test_value_range,-0.004789518214519481
tdiesept_12,test_value,-0.004791691834848807
bb.1.med,pmid,-0.0047976566181320915
ef_02,ajcc_staging_system_edition,-0.004798410601220773
sumdementiaaeseverity,somatic_aggregation_workflows,-0.0048016289919974595
fu_hosp_ep,test_value_range,-0.004803549463415368
angina,vascular_invasion_type,-0.004804371438537812
s_v5v6,state,-0.0048056878735843545
r_v5v6,cog_rhabdomyosarcoma_risk_group,-0.004807877884850391
angina01,vascular_invasion_type,-0.004808718072124735
angina1,vascular_invasion_type,-0.00481381868880034
afwijkendetinavr_12,state,-0.004819358218336747
firstnoncvae,test_value,-0.004821534570488859
e_em_sept,percent_eosinophil_infiltration,-0.004823224051113497
constip3,state,-0.004823678444303415
s4_01,state,-0.0048307653996796365
gpnonadherwo1,gleason_grade_tertiary,-0.004830938415122691
gal3_v6_med,chipseq_antibody,-0.004831126910894861
angina01_1,vascular_invasion_type,-0.004831300229873782
rs_ratio_v1_18,number_of_fractions,-0.004832309486624935
help12,state,-0.004833924904498511
ritme_12,test_value,-0.004834322536481672
sumdepressionaeseverity,somatic_aggregation_workflows,-0.004834567186388869
rp1,test_value,-0.0048346515693593415
r_v5v6_12,cog_rhabdomyosarcoma_risk_group,-0.00483475264680239
bbadj3,state,-0.004835466563156889
hr120_18,state,-0.004839610434785987
fgf23_v12_03,fev1_fvc_pre_bronch_percent,-0.004840068166870421
number_hosp,test_value_range,-0.0048412231208367785
sumcerebrovascaeseverity,aggregated_somatic_mutations,-0.004841461700026675
sumgoutaeseverity,somatic_aggregation_workflows,-0.004841559742111073
gallenblase,gleason_grade_tertiary,-0.004841695119106867
angina01_18,vascular_invasion_type,-0.004842095482912812
nonadh_hf_prop,test_value,-0.004842564749360116
dosetorabl,prescribed_dose,-0.004845216135140966
reapref12_01,amount,-0.004846131599309833
totaldurationvascular_per_year,year_of_diagnosis,-0.004846273047022926
diastdur,test_value,-0.004847583714888033
angina01_3,vascular_invasion_type,-0.004852232670196506
relpossgout,state,-0.004855698442703174
drycough01,state,-0.004857524210931201
r7_bl,rin,-0.004858323117327904
txadj12,state,-0.0048595582047626235
angina01_6,vascular_invasion_type,-0.004859699348939852
angina3,vascular_invasion_type,-0.0048600271676740615
sample#,test_value_range,-0.004860428138551739
lvh_12,test_value,-0.0048611821216404194
angina01_12,vascular_invasion_type,-0.004866609342906773
fgf23_v6_03,fev1_fvc_pre_bronch_percent,-0.004868555918409074
egfr60_ckd_6,epithelioid_cell_percent,-0.004873283489506583
loop_min_3_6,fragment_minimum_length,-0.00487440505452779
ti,state,-0.004875135361819001
mis_bl2,inrg_stage,-0.004876492470671455
visit18_reason1,comorbidity,-0.004877614339228526
r4_18,rin,-0.004879759730722407
hfae_per_year,year_of_birth,-0.004881311709600196
ctd,state,-0.004881522059954647
e_18,ajcc_staging_system_edition,-0.004884957782410679
apikal_12,state,-0.004885097105372718
hr_69_81,test_value_range,-0.004885514163651241
patnoncomplwo1,test_value_range,-0.0048864815324530225
constip18,state,-0.004889527818394249
angina6,vascular_invasion_type,-0.004891131398369089
hr3,test_value,-0.004894495486360981
sfmiss18,state,-0.004894812074268185
angina12,vascular_invasion_type,-0.0048979822028423345
evals,test_value,-0.0048991253189099564
sumrheumaaeseverity,aggregated_somatic_mutations,-0.004899285282310816
qrqrqrcomplexinv1_18,pmid,-0.004899452227036571
mod,cause_of_death_source,-0.004900424148876328
uptitration_mg_12,therapeutic_target_level,-0.004901417621762502
ilbtb,state,-0.004901832555289969
qrqrqrcomplexinv1_12,state,-0.004909453126716875
efestim_45,state,-0.0049099248214510985
rp12,test_value,-0.004910331863046075
eh_bl,state,-0.004911140179054593
systmurmurmr,state,-0.0049142107478650195
egfr60_ckd_3,epithelioid_cell_percent,-0.00491721727060793
visit6_reason1,comorbidity,-0.004918485443451936
totaldurationbleeding_per_year,occupation_duration_years,-0.004918523688970927
daysicu18_pulmonary,days_to_pathology_detail,-0.0049206347809120626
reaprefbl,amount,-0.004920954100642051
verdicktemitralsegelpost_12,sample_ordinal,-0.004923624305646532
ef_groep18,name,-0.004923743291705616
r6_bl,rin,-0.004924125139823796
sehnenfadenrupturpost_12,test_value_range,-0.0049247394964145735
angina18,vascular_invasion_type,-0.004926235321157336
grösseakprothese,test_value_range,-0.0049267443508029555
gdf15_v6_4000,test_value_range,-0.0049284629708706345
rslt1inv5v6_18,rin,-0.004931947562600934
reapref12_02,test_value,-0.0049337156590146085
v18,test_value_range,-0.004937158666331401
rales1,test_value,-0.004937446418331429
bl6mwtdistance,margin_distance,-0.004939402403445545
fu12,test_value_range,-0.004939706849918148
dosefurov3,prescribed_dose,-0.004939938144247286
gpnoncomp,gleason_grade_tertiary,-0.0049435553811505925
aethylabusus,state,-0.004943648263125286
eprecedingchestpain,state,-0.004945349581648659
r3_18,rin,-0.004946761326956814
orthopnea3_01,test_value,-0.004947190830205801
adurvals_12,test_value,-0.004948731578256585
bb.2.med,diagnoses,-0.004949454297151171
mis_3_2,state,-0.0049541214646115425
nonadh_perc,test_value,-0.004954533059244494
gpnoncompmiss,gleason_grade_tertiary,-0.004954905801286725
nonadh3_reasonrenalhypo,reason_treatment_not_given,-0.004960261084553072
uptitration_mg_18,treatment_dose_units,-0.004960431975245072
verdicktemitralsegelpost,state,-0.004960512108713434
ef_groep12,name,-0.0049619985238443815
rvra,test_value,-0.004963042990755876
mis_12_2,state,-0.004964472644680066
r5_18,rin,-0.004968597090013804
exintol3,state,-0.004970440159786136
avals,test_value,-0.004976112638031417
aortenklappe_18,test_value_range,-0.004976950093482976
adur_12,test_value_range,-0.004977183209027302
rslt1inv5v6_12,rin,-0.004977781478217235
atiiat_bl,test_value_range,-0.004981489775880045
max_increase_spiro_bl_6,treatment_dose_max,-0.004981636383702844
firstgoutae,test_value,-0.0049825293862177
v18digoxin,state,-0.004983424209947744
fgf_any_available,selected_normal_wxs,-0.004985227516521761
ef_30_35_40,ajcc_staging_system_edition,-0.004986917604218129
firstcvae,test_value,-0.004994068909197732
fgf23_v3_03,fev1_fvc_pre_bronch_percent,-0.004997057219788742
nonadh1_reasonother,reason_treatment_not_given,-0.005000158749257399
hrstand12,test_value,-0.005001742599401015
days_random_to_discharge,days_to_risk_factor,-0.005003248440827323
fu_hosp,test_value_range,-0.00500600090405122
tdiarv,test_value_range,-0.005011145533427252
s_v5v6_18,state,-0.005016058868474146
sumdiabetesaeseverity,somatic_aggregation_workflows,-0.005016841080398273
fram_cong01_3,a260_a280_ratio,-0.005019156755512424
loop_max_3_6,longest_dimension,-0.005022001493639285
rp18,rin,-0.0050223948761203355
paod01,state,-0.005023105150044456
fgf23c_changegroup_bl_v6,somatic_mutation_indexes,-0.005027377113808587
rv_area_shortening,fragment_minimum_length,-0.005035548299294619
nonadh12_reasonother,reason_treatment_not_given,-0.005046644052840009
stdepressieinv4v6,state,-0.00505054145334672
stdepressieinv2v3,inrg_stage,-0.005052165977296246
fgf23c_changegroup_bl_v12,somatic_mutation_indexes,-0.005055209531414687
ef_30_40_50,ajcc_staging_system_edition,-0.005058354162976177
maindcm,state,-0.005058905687642897
hr12,test_value,-0.005061420785820359
s4,state,-0.0050630456133057495
allaes,state,-0.0050660752047744
tisehnenfadenruptur_12,test_value_range,-0.005069589846555336
rslt1inv5v6,rin,-0.0050719437671884774
qiniii_12,state,-0.005076684086792317
gal3_v18_med,chipseq_antibody,-0.005078444594809367
sfmiss12,state,-0.005080071243509948
fu_hosp_all,test_value,-0.005080583612050082
entzündlichedarmerkrankungen,test_value,-0.005083875154970236
verkürztesehenfäden,state,-0.00508526201033746
creat120,state,-0.0050870902068524074
eworseninghf,state,-0.005089713667333677
aortenklappe_12,state,-0.005090284921831623
fram_cong01_6,a260_a280_ratio,-0.005094178072836224
systmurmmr01,state,-0.00509547538512327
perikarderguss_12,basic_statistics,-0.005097525466355539
loop_max_bl_1,longest_dimension,-0.005097655986777493
mmode,state,-0.00509970910336841
nonhf_hosp18,pmid,-0.005106925972094855
mean_loop_bl_6,average_base_quality,-0.005126654589176955
totaldurationdiabetes_per_year,occupation_duration_years,-0.005127789813312088
fu1,test_value_range,-0.005130635158510678
romslagpunt,state,-0.005134499777143968
exintol12,state,-0.005142102136418974
crpsensitive,test_value_range,-0.005143853538360074
digadj12,state,-0.005147129297415246
patnoncompl,test_value_range,-0.005147427369634685
r5_12,test_value,-0.005149057357229782
sumconstipationaeseverity,somatic_aggregation_workflows,-0.005149183628149625
gdf15_bl_quartiles,test_value_range,-0.005149296543491408
r6_18,state,-0.005149899365719315
sumsvtaeseverity,somatic_aggregation_workflows,-0.005163883263020262
v1_jn,state,-0.005167525086328635
v18day,use_per_day,-0.005168776868235931
mem8_cathegories,per_base_sequence_content,-0.005172136403189846
tdielat,test_value,-0.0051722335346666495
ef_45,ajcc_staging_system_edition,-0.005176105438160699
afib,state,-0.0051778774805406194
loop_max_1_3,fragment_maximum_length,-0.005180149142954344
relpossvt,state,-0.005185544796490737
analysis,test_value_range,-0.005185581220794538
relposscad,state,-0.005187090401115361
totaldurationdepression_per_year,year_of_diagnosis,-0.0051881388139931005
v12day,sequencing_date,-0.00519162279865167
r7_12,rin,-0.005195559051749101
afwijkendetinavr,state,-0.005196367671293484
fram_cong01_12,a260_a280_ratio,-0.005197318952694421
cat_bl,per_base_sequence_content,-0.005203189336323688
r4_12,rin,-0.005211388447109301
totaldurationsvt_per_year,exposure_duration_years,-0.005217267936814518
tnnt2,test_value,-0.005217843440814574
irbtb,state,-0.005221708666519593
gal3_v12_med,chipseq_antibody,-0.00522265873377707
max_loop_dose_diff2,pairs_on_diff_chr,-0.005224277187009296
totaldurationcv_per_year,exposure_duration_years,-0.005227194773743759
ras_dose_bl,prescribed_dose,-0.005229259424697548
ras_min_3_6,shortest_dimension,-0.005230773461592211
fram_cong01_18,a260_a280_ratio,-0.005234471135499746
aortenklappe,test_value_range,-0.005235248794385898
totaldurationvt_per_year,year_of_diagnosis,-0.00524202675025154
r7_18,state,-0.005242057103838041
orthopnea18,test_value,-0.0052455186268426
v1_available,test_value,-0.005246703630859593
fu3,test_value_range,-0.005250579176784023
mis_12,state,-0.00525223041188967
a,test_value_range,-0.005258137219822738
orthopnea18_01,test_value,-0.005259173491265877
fram_cong01_bl,a260_a280_ratio,-0.005260211583924207
tdisystlat,test_value,-0.005265019592025943
rales6,rin,-0.00527088086957926
exintol18,state,-0.005275369557951007
nonadh6_reasonrenalhypo,reason_treatment_not_given,-0.005276013661056555
nr,test_value_range,-0.00528110638579967
bb_max_3_6,fragment_maximum_length,-0.00528147548541152
bbadj12,state,-0.0052840160806016424
tisehnenfadenruptur,test_value_range,-0.005287266949715885
v3_available,test_value,-0.005287562593648403
hrstand1,test_value,-0.005287591733091444
lvh,sample_ordinal,-0.005290103188838525
ef_estim_groepbl,name,-0.005290699940349132
daysicu18_musculoscel,use_per_day,-0.005300397304164427
v6spiro,state,-0.005303127912806045
adurvals_18,test_value,-0.00530437180278085
r3_12,rin,-0.005306371497059527
nodadh_50,a260_a280_ratio,-0.005309698857211751
v6nitrat,state,-0.005312383935473617
bbadjbl,state,-0.005312694756199386
rales,state,-0.00531354890612352
mis_6_2,state,-0.005318643452081825
r6_12,rin,-0.0053188188958118
rp3,rin,-0.005323623261483157
hrstand3,test_value,-0.005329848782074483
tod12,state,-0.005329894919525965
hr1,test_value,-0.005330954866766575
dayshosp18_musculoscel,exposure_duration_hrs_per_day,-0.005331115133703299
copdasthmaae_per_year,year_of_birth,-0.005332334740808904
rp6,rin,-0.005333922840454629
rvefvisuell,state,-0.005335221366885135
accaorta,test_value_range,-0.005335641460522307
qiniii,state,-0.005336025736927408
e_12,ajcc_staging_system_edition,-0.005336873209062513
totaldurationall_per_year,exposure_duration_years,-0.005340627340640939
harnwegsinfekt,state,-0.005341057147425791
relpossbleeding,state,-0.005347153968810354
glp2_corr_bl_3groups,read_groups,-0.005347771360759782
vkorc1_01,inrg_stage,-0.005349139700439241
aathorax,state,-0.005349372208911837
v12_jn,state,-0.005349626571966715
totaldurationhypertension_per_year,year_of_diagnosis,-0.005354149863427073
qiniii_18,state,-0.0053583155896384516
perikarderguss,basic_statistics,-0.005359787738583743
nonadh3_reasonhf,reason_treatment_not_given,-0.005361255638026924
v18_possible,state,-0.005365046800980882
totaldurationcad_per_year,year_of_diagnosis,-0.005366296154601258
dosefurobl,prescribed_dose,-0.005366653719850238
tdiasept,test_value,-0.005367873934027573
v1nitrat,state,-0.005372908986956335
orthopnea12,test_value,-0.005372946625403597
bnp_6med_delta06,name,-0.005378660991598249
relposssvt,state,-0.005378785441302903
totaldurationgout_per_year,exposure_duration_years,-0.0053788892505687354
v186mwtdistance,margin_distance,-0.005380401466248208
v12digoxin,state,-0.0053864090480884586
nonadh6_reasonhf,reason_treatment_not_given,-0.005389515434130957
gal3_bl_per_centre,centers,-0.005394175316730569
totaldurationhf_per_year,exposure_duration_years,-0.005399404632612938
adurvals,test_value_range,-0.005399447127634039
constip6,state,-0.005401880271127948
mis_bl,state,-0.0054020466087819725
number_hosplim,test_value_range,-0.005403255288596437
totaldurationhypotension_per_year,exposure_duration_years,-0.00540724010743227
gal3_v1_med,chipseq_antibody,-0.005407643810132732
initials,name,-0.005408261809153889
hosp30,state,-0.005408367439634912
row_id,test_value,-0.0054111648261668316
totaldurationcopdasthma_per_year,exposure_duration_years,-0.00541286584115434
hosp90,state,-0.00541745408928981
sehnenfadenrupturant,state,-0.005420001969340693
loop_min_bl_1,fragment_minimum_length,-0.0054332252057639275
exintol6,state,-0.005435921818388664
loop_min_1_3,fragment_minimum_length,-0.005437727856785465
glp2_corr_bl_5groups,read_group_name,-0.00544140246196726
exintol1,state,-0.005443998907756544
lalängs,test_value_range,-0.005445378781798873
nonadh18_reasonrenalhypo,reason_treatment_not_given,-0.0054504423670989465
v6furo,state,-0.005452046857681382
echo,test_value_range,-0.00545551748676189
totaldurationpsychiatric_per_year,occupation_duration_years,-0.005456583504719801
rythm18,state,-0.005456841510205058
hrstand6,test_value,-0.005469410930375064
dosefurov1,prescribed_dose,-0.005471657095776129
ras_max_3_6,longest_dimension,-0.005473684715354386
relposshf,state,-0.005477237299118447
v18tora,state,-0.005488753449836874
bb_max_1_3,fragment_maximum_length,-0.005491484058478492
bb_mean_3_6,mean_coverage,-0.005491980036081916
totaldurationrheuma_per_year,year_of_diagnosis,-0.00549211905550809
delta_minn_bl18,shortest_dimension,-0.005494442926090595
totaldurationnoncv_per_year,exposure_duration_years,-0.005495595755305898
datum_12,year_of_birth,-0.005496910672673116
vasc_min,shortest_dimension,-0.00549707761739887
v6,test_value_range,-0.005499363849534115
mammed,state,-0.0055022298351715265
pred,state,-0.005502915219154716
v6tora,state,-0.0055055335195262805
nonadh_reasonother,reason_treatment_not_given,-0.005509861333889573
hr70,state,-0.00551398213679293
fu,test_value,-0.005518742186227995
number_hosplim_hf,test_value_range,-0.0055257429374185535
orthopnea6_01,test_value,-0.005526218881654887
maxrenalfailureaeseverity,longest_dimension,-0.0055287570485580894
alt,test_value,-0.005531392954009824
anämie,state,-0.005537107320204476
v186mwtreasonable,state,-0.005537300976086352
v186mwt,state,-0.00554111885019643
v3_jn,state,-0.005549006533184544
max_delta_loop_bl_6,longest_dimension,-0.005552488696627923
mean_spiro_bl_6,mean_coverage,-0.005557796324763464
goutae_per_year,year_of_birth,-0.0055583572590419995
max_k_06,fragment_maximum_length,-0.005566572153692593
dosedigoxinv1,treatment_dose,-0.005568067978435356
bb_min_1_3,fragment_minimum_length,-0.005568143862401608
var00007,state,-0.005577285755583937
qrqrqrcomplexinv1,state,-0.00558160749922993
ras_mean_1_3,average_base_quality,-0.00558266683939881
totaldurationanemia_per_year,exposure_duration_years,-0.005583312763719548
fu6,test_value_range,-0.005585924993373812
cvae_per_year,figo_staging_edition_year,-0.005591071747500898
nonadh1_reasonhf,reason_treatment_not_given,-0.005591650893931334
ras_mean_3_6,average_base_quality,-0.005592858359602339
adur,test_value_range,-0.0055952320100667065
hrstand_72_84,state,-0.005596007847737668
v18furo,state,-0.005598507162050149
vtae_per_year,figo_staging_edition_year,-0.005598663786556494
v1,test_value_range,-0.00560172099978886
v18spiro,state,-0.005611031051840405
nonadh12_reasonrenalhypo,reason_treatment_not_given,-0.00561259304740174
tdisystsept,test_value_range,-0.005612692000093732
nonadh18,state,-0.005613378598220382
nonadh1_reasonrenalhypo,reason_treatment_not_given,-0.005621991731925866
nonadh12_reasonhf,reason_treatment_not_given,-0.005624513507892358
v12_possible,state,-0.005629923731150271
orthopnea6,test_value,-0.0056345095509988214
nonadherence_prop,test_value,-0.005637649933058201
totaldurationdementia_per_year,year_of_diagnosis,-0.005642851930712718
v126mwtreasonable,state,-0.005643772251455424
orthopnea12_01,test_value,-0.005644260337126358
lengthd2ch,sequence_length_distribution,-0.005644495273885875
nonadh18_reasonhf,reason_treatment_not_given,-0.005645201905379615
main_hhd,inrg_stage,-0.005645507869531543
totaldurationcerebrovasc_per_year,exposure_duration_years,-0.005648979105683782
totaldurationulcerdisease_per_year,exposure_duration_years,-0.0056495576450424885
mis_1,state,-0.005652319214342337
lengthd2ch_18,sequence_length_distribution,-0.0056551032452961955
delta_minn_bl12,shortest_dimension,-0.005656226935068458
v1spiro,state,-0.00565875842418263
var00001,state,-0.005659982887862075
nonadh_other_prop,state,-0.005660334382393754
ef_groups3_core,read_group_name,-0.005662311007946691
dosedigoxinv6,treatment_dose,-0.0056640624098877905
aaabd,state,-0.005666309182360584
ef_groepbl,name,-0.005669580084841917
sample_nr_v6,sample_type_id,-0.005676761136336291
diuadj1,state,-0.00567886524695253
ef_3groups,read_group_name,-0.005680915935256528
orthopnea01,test_value,-0.005681633494041409
firstmanifest,test_value,-0.005684055710244178
@6mwt,test_value_range,-0.005690437855341849
bnp6_groups02,read_group_name,-0.005693960692591139
doseatiiv1,treatment_dose,-0.005699806793351205
check,state,-0.005709116238331019
typaorta,type,-0.00571055864076154
mis_3,state,-0.005710677019748893
svtae_per_year,figo_staging_edition_year,-0.005713519329588834
diff_minn_bl_12,inpc_grade,-0.005716101205656597
v126mwt,state,-0.005718691580728581
reducedmemory,fragment_minimum_length,-0.005719513555851024
bb_mean_1_3,mean_coverage,-0.005721413083294248
reducedmemory_bl01,fragment_minimum_length,-0.0057217797546191785
charlsonscore,state,-0.005724190436459077
group_k_bl,read_groups,-0.005725569096357946
ras_max_1_3,longest_dimension,-0.005726334613809498
